latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
40.597538,-74.08771,53.0,-18000,America/New_York,EST

time,temperature_2m_max (°C),temperature_2m_min (°C),temperature_2m_mean (°C)
2017-12-19,9.6,3.6,7.3
2017-12-20,8.3,0.5,4.9
2017-12-21,3.9,-1.3,1.0
2017-12-22,8.2,0.1,4.1
2017-12-23,13.1,4.8,8.1
2017-12-24,4.8,1.2,2.9
2017-12-25,5.2,-2.7,1.3
2017-12-26,-2.4,-4.8,-3.4
2017-12-27,-3.6,-7.6,-5.4
2017-12-28,-7.1,-10.4,-8.9
2017-12-29,-4.3,-10.7,-8.1
2017-12-30,-3.7,-8.7,-6.2
2017-12-31,-7.0,-12.3,-9.3
2018-01-01,-6.7,-13.4,-10.3
2018-01-02,-3.3,-10.7,-7.4
2018-01-03,-1.8,-10.0,-5.6
2018-01-04,-3.8,-7.8,-4.7
2018-01-05,-8.9,-12.9,-11.2
2018-01-06,-11.6,-14.6,-13.2
2018-01-07,-9.0,-16.7,-12.8
2018-01-08,-0.8,-9.2,-4.7
2018-01-09,3.9,-1.7,0.8
2018-01-10,3.4,-5.7,-0.8
2018-01-11,11.6,1.3,6.2
2018-01-12,14.2,8.5,12.1
2018-01-13,13.7,-7.5,1.9
2018-01-14,-3.7,-9.5,-7.2
2018-01-15,-1.8,-8.6,-4.9
2018-01-16,4.3,-4.0,0.1
2018-01-17,1.6,-6.3,-0.5
2018-01-18,0.5,-8.0,-4.2
2018-01-19,4.0,-4.8,-0.8
2018-01-20,8.9,0.3,4.2
2018-01-21,9.6,-0.5,4.4
2018-01-22,7.8,4.3,5.7
2018-01-23,13.2,4.1,8.9
2018-01-24,4.5,-2.3,2.5
2018-01-25,0.8,-4.6,-2.4
2018-01-26,0.8,-5.8,-2.0
2018-01-27,11.0,-0.6,5.5
2018-01-28,10.6,5.0,8.0
2018-01-29,5.6,1.0,3.7
2018-01-30,3.2,-4.8,-0.5
2018-01-31,-0.2,-7.4,-3.7
2018-02-01,6.1,-0.7,2.7
2018-02-02,2.7,-8.2,-2.6
2018-02-03,-0.3,-8.3,-4.6
2018-02-04,6.3,-2.5,2.3
2018-02-05,3.6,-4.6,-0.6
2018-02-06,3.3,-5.0,-1.4
2018-02-07,10.4,-2.9,1.9
2018-02-08,0.6,-4.5,-2.1
2018-02-09,2.4,-6.1,-1.2
2018-02-10,9.4,2.3,5.9
2018-02-11,15.6,5.0,10.1
2018-02-12,14.8,-0.5,6.0
2018-02-13,1.1,-4.2,-1.3
2018-02-14,10.5,0.8,4.8
2018-02-15,13.9,4.8,9.3
2018-02-16,12.7,1.7,9.4
2018-02-17,3.5,-3.0,0.5
2018-02-18,7.6,-1.1,2.7
2018-02-19,9.3,-0.5,5.7
2018-02-20,18.9,9.0,12.6
2018-02-21,22.6,11.7,16.6
2018-02-22,11.0,2.6,5.8
2018-02-23,4.9,2.3,3.5
2018-02-24,11.4,4.9,7.7
2018-02-25,7.0,4.8,5.7
2018-02-26,10.6,3.6,7.0
2018-02-27,11.5,1.1,5.9
2018-02-28,14.5,3.1,8.4
2018-03-01,13.5,4.4,8.5
2018-03-02,6.3,2.0,3.4
2018-03-03,7.6,2.7,4.7
2018-03-04,6.5,-0.3,3.7
2018-03-05,5.4,-1.4,2.1
2018-03-06,5.1,-1.5,2.3
2018-03-07,3.0,1.1,1.5
2018-03-08,5.4,-1.5,2.0
2018-03-09,5.1,-3.1,1.1
2018-03-10,4.1,-2.3,1.3
2018-03-11,6.1,-2.9,1.6
2018-03-12,5.5,-2.6,1.9
2018-03-13,4.9,-0.7,2.0
2018-03-14,4.5,-2.7,0.8
2018-03-15,7.1,-1.2,2.4
2018-03-16,3.4,-2.0,0.5
2018-03-17,9.2,-3.6,2.1
2018-03-18,5.4,-4.5,0.7
2018-03-19,7.2,-1.4,2.3
2018-03-20,2.2,-3.2,0.4
2018-03-21,2.5,0.2,0.9
2018-03-22,6.6,0.3,2.9
2018-03-23,8.6,-1.3,3.4
2018-03-24,8.5,-1.5,3.7
2018-03-25,6.4,-1.1,2.5
2018-03-26,6.6,-1.3,2.3
2018-03-27,3.7,-1.5,1.8
2018-03-28,8.6,2.5,5.4
2018-03-29,9.5,6.5,7.5
2018-03-30,16.7,5.2,11.6
2018-03-31,10.2,1.5,5.9
2018-04-01,14.4,4.2,9.0
2018-04-02,5.0,-0.0,2.6
2018-04-03,6.0,-0.3,3.9
2018-04-04,19.6,4.2,9.3
2018-04-05,6.7,-0.4,3.2
2018-04-06,13.8,-0.2,6.4
2018-04-07,8.2,3.0,5.6
2018-04-08,6.7,-1.0,2.7
2018-04-09,6.2,-1.7,2.4
2018-04-10,8.7,2.0,4.9
2018-04-11,8.1,0.1,4.7
2018-04-12,14.4,4.5,9.6
2018-04-13,25.4,13.1,18.5
2018-04-14,22.1,7.2,15.1
2018-04-15,6.4,3.0,5.2
2018-04-16,16.0,4.6,9.6
2018-04-17,8.1,3.1,5.4
2018-04-18,12.1,1.2,6.4
2018-04-19,7.9,3.1,6.3
2018-04-20,10.9,1.0,5.4
2018-04-21,14.9,2.1,8.5
2018-04-22,15.8,2.7,9.4
2018-04-23,13.1,3.7,8.2
2018-04-24,13.4,5.2,10.0
2018-04-25,12.9,9.6,11.1
2018-04-26,18.7,10.4,14.0
2018-04-27,12.5,8.8,10.6
2018-04-28,15.2,7.4,10.6
2018-04-29,14.5,7.8,10.4
2018-04-30,10.9,5.5,8.3
2018-05-01,22.7,5.9,14.9
2018-05-02,27.8,12.6,20.5
2018-05-03,30.0,15.8,22.3
2018-05-04,27.1,16.3,22.3
2018-05-05,21.4,14.4,17.9
2018-05-06,17.1,13.0,15.0
2018-05-07,20.8,11.9,15.2
2018-05-08,17.4,9.0,13.2
2018-05-09,18.0,9.0,13.6
2018-05-10,20.8,10.3,14.5
2018-05-11,21.1,14.8,17.6
2018-05-12,16.4,10.7,13.3
2018-05-13,12.3,11.1,11.7
2018-05-14,17.2,11.3,13.7
2018-05-15,29.6,16.2,21.2
2018-05-16,17.3,13.0,15.1
2018-05-17,18.6,12.8,15.4
2018-05-18,16.8,12.1,15.0
2018-05-19,15.8,11.0,12.4
2018-05-20,25.8,16.9,20.8
2018-05-21,21.4,13.3,17.4
2018-05-22,17.5,12.4,14.7
2018-05-23,25.2,12.1,19.3
2018-05-24,24.7,16.5,20.5
2018-05-25,28.6,16.0,22.3
2018-05-26,29.4,19.6,23.3
2018-05-27,21.8,13.2,16.7
2018-05-28,18.1,13.2,15.0
2018-05-29,27.3,17.2,21.6
2018-05-30,19.3,14.2,16.5
2018-05-31,18.8,15.5,17.0
2018-06-01,23.4,16.8,19.3
2018-06-02,27.7,17.8,22.5
2018-06-03,16.7,12.3,14.9
2018-06-04,19.5,12.1,15.1
2018-06-05,22.3,12.8,18.2
2018-06-06,19.1,14.0,16.4
2018-06-07,17.9,14.2,16.2
2018-06-08,25.2,14.1,20.1
2018-06-09,25.3,17.4,20.9
2018-06-10,18.5,14.8,17.0
2018-06-11,18.5,14.0,15.9
2018-06-12,19.6,11.7,16.6
2018-06-13,23.1,15.8,20.1
2018-06-14,26.4,18.7,22.5
2018-06-15,24.0,16.1,19.3
2018-06-16,26.6,15.0,21.0
2018-06-17,28.3,17.2,22.7
2018-06-18,30.8,19.6,25.7
2018-06-19,30.0,21.4,25.9
2018-06-20,23.5,18.7,21.6
2018-06-21,25.6,19.7,22.3
2018-06-22,21.1,18.1,19.4
2018-06-23,20.8,16.3,18.4
2018-06-24,27.1,18.0,22.6
2018-06-25,25.9,18.1,22.0
2018-06-26,21.9,16.3,19.6
2018-06-27,22.6,17.7,20.3
2018-06-28,27.3,20.7,23.1
2018-06-29,31.0,19.8,25.2
2018-06-30,29.8,19.4,24.9
2018-07-01,31.1,22.7,27.0
2018-07-02,30.6,22.8,26.1
2018-07-03,28.6,23.7,26.1
2018-07-04,26.9,23.7,24.9
2018-07-05,28.1,23.0,25.6
2018-07-06,26.1,21.0,24.5
2018-07-07,22.8,17.2,20.0
2018-07-08,24.4,16.2,20.7
2018-07-09,27.1,17.4,22.2
2018-07-10,29.4,19.7,25.1
2018-07-11,28.4,20.9,23.9
2018-07-12,25.6,19.7,22.6
2018-07-13,25.2,18.3,22.3
2018-07-14,29.9,19.8,25.3
2018-07-15,28.1,21.6,24.5
2018-07-16,29.8,22.6,26.1
2018-07-17,29.8,22.6,25.0
2018-07-18,28.5,19.6,24.1
2018-07-19,24.9,18.3,21.9
2018-07-20,24.6,17.8,21.7
2018-07-21,22.6,19.6,21.3
2018-07-22,25.8,21.4,23.7
2018-07-23,25.3,22.4,23.8
2018-07-24,26.2,22.8,24.2
2018-07-25,24.2,22.0,23.1
2018-07-26,28.5,21.5,24.5
2018-07-27,28.2,21.8,24.9
2018-07-28,27.2,21.7,24.3
2018-07-29,27.0,20.1,23.6
2018-07-30,24.9,18.9,22.4
2018-07-31,24.8,19.5,22.6
2018-08-01,28.5,23.2,25.5
2018-08-02,28.5,23.8,25.6
2018-08-03,27.9,23.3,25.2
2018-08-04,29.2,22.3,25.0
2018-08-05,30.7,21.9,26.4
2018-08-06,31.4,23.2,27.4
2018-08-07,29.7,23.7,26.3
2018-08-08,29.1,23.1,25.9
2018-08-09,29.3,23.4,26.4
2018-08-10,29.3,20.9,25.4
2018-08-11,24.8,22.3,23.7
2018-08-12,25.2,21.8,23.3
2018-08-13,24.5,21.2,22.6
2018-08-14,26.0,19.9,22.8
2018-08-15,30.1,20.6,25.3
2018-08-16,31.2,22.4,26.5
2018-08-17,27.7,23.1,25.9
2018-08-18,28.4,21.5,24.9
2018-08-19,21.6,20.4,20.9
2018-08-20,23.2,18.5,21.0
2018-08-21,23.0,20.1,21.7
2018-08-22,27.4,21.8,24.1
2018-08-23,24.2,18.9,21.5
2018-08-24,26.1,16.5,21.6
2018-08-25,23.9,17.9,21.4
2018-08-26,27.9,18.1,23.3
2018-08-27,28.6,21.2,25.1
2018-08-28,33.4,23.7,28.3
2018-08-29,33.3,24.4,28.7
2018-08-30,30.6,24.8,27.5
2018-08-31,24.3,21.4,22.6
2018-09-01,23.1,20.4,21.8
2018-09-02,24.3,20.1,22.8
2018-09-03,28.8,22.6,25.6
2018-09-04,29.7,23.8,26.7
2018-09-05,28.1,23.4,25.7
2018-09-06,31.3,23.7,26.5
2018-09-07,24.9,20.8,23.1
2018-09-08,21.0,16.1,19.2
2018-09-09,17.3,14.2,15.6
2018-09-10,18.5,14.4,16.9
2018-09-11,24.5,18.0,21.0
2018-09-12,23.8,21.2,22.3
2018-09-13,23.6,20.8,22.0
2018-09-14,22.0,20.0,20.9
2018-09-15,23.5,19.0,21.0
2018-09-16,24.9,17.8,21.3
2018-09-17,24.0,18.4,22.1
2018-09-18,24.2,20.2,22.6
2018-09-19,26.5,19.6,22.2
2018-09-20,20.3,18.1,19.4
2018-09-21,23.3,19.6,21.1
2018-09-22,22.3,17.1,20.3
2018-09-23,18.3,15.5,16.8
2018-09-24,19.1,15.2,17.3
2018-09-25,22.0,16.7,20.0
2018-09-26,26.4,20.6,23.1
2018-09-27,20.9,15.7,18.5
2018-09-28,19.8,14.7,17.3
2018-09-29,22.5,14.4,18.0
2018-09-30,18.6,13.1,16.5
2018-10-01,24.8,16.1,20.1
2018-10-02,24.9,17.4,20.8
2018-10-03,23.8,17.1,20.5
2018-10-04,25.9,15.1,20.7
2018-10-05,19.9,14.6,17.6
2018-10-06,19.8,18.0,18.9
2018-10-07,26.0,19.5,22.2
2018-10-08,20.2,18.5,19.5
2018-10-09,24.3,20.3,21.7
2018-10-10,24.7,20.7,22.0
2018-10-11,25.3,20.6,22.3
2018-10-12,20.8,11.5,15.5
2018-10-13,13.4,9.0,11.3
2018-10-14,14.1,8.2,11.4
2018-10-15,19.7,10.5,16.5
2018-10-16,16.4,8.7,11.6
2018-10-17,16.3,8.6,11.8
2018-10-18,9.8,5.7,7.5
2018-10-19,14.4,5.5,10.1
2018-10-20,16.5,10.4,13.5
2018-10-21,9.8,4.5,7.3
2018-10-22,10.4,3.9,7.4
2018-10-23,16.8,8.1,11.9
2018-10-24,12.7,6.3,9.0
2018-10-25,10.5,4.3,6.9
2018-10-26,10.8,2.7,7.2
2018-10-27,12.2,8.2,9.8
2018-10-28,11.8,7.0,9.6
2018-10-29,13.7,7.8,10.6
2018-10-30,12.5,5.1,8.3
2018-10-31,17.3,4.9,11.6
2018-11-01,20.2,11.5,15.9
2018-11-02,20.9,17.1,19.1
2018-11-03,18.4,8.4,13.4
2018-11-04,10.7,5.8,8.3
2018-11-05,12.8,9.8,11.5
2018-11-06,17.3,10.0,12.7
2018-11-07,16.4,9.4,13.1
2018-11-08,12.6,6.3,9.3
2018-11-09,11.5,5.0,8.4
2018-11-10,10.2,1.8,6.0
2018-11-11,7.6,0.2,3.6
2018-11-12,8.6,0.1,5.4
2018-11-13,11.9,5.9,8.2
2018-11-14,5.6,0.2,2.7
2018-11-15,3.9,-1.0,1.0
2018-11-16,7.3,2.0,4.7
2018-11-17,7.9,1.6,4.5
2018-11-18,8.2,1.9,4.5
2018-11-19,10.8,4.1,6.9
2018-11-20,8.5,3.0,5.9
2018-11-21,7.7,-1.9,3.2
2018-11-22,-3.0,-7.2,-4.9
2018-11-23,0.1,-7.9,-4.1
2018-11-24,10.0,-1.5,5.0
2018-11-25,12.4,4.9,8.3
2018-11-26,10.8,5.0,8.5
2018-11-27,7.1,1.9,4.6
2018-11-28,4.9,1.1,3.2
2018-11-29,6.4,2.4,4.5
2018-11-30,4.7,0.5,3.0
2018-12-01,6.9,0.1,4.0
2018-12-02,14.6,7.4,11.4
2018-12-03,12.4,6.5,10.1
2018-12-04,6.2,-1.2,2.5
2018-12-05,1.9,-2.9,-0.6
2018-12-06,3.9,-2.6,1.0
2018-12-07,2.8,-3.3,0.7
2018-12-08,1.5,-4.0,-1.4
2018-12-09,1.6,-3.2,-0.9
2018-12-10,3.4,-2.6,-0.1
2018-12-11,3.0,-3.2,-0.3
2018-12-12,4.8,-1.0,1.3
2018-12-13,6.9,0.8,3.2
2018-12-14,9.4,4.6,7.4
2018-12-15,9.1,6.1,7.7
2018-12-16,6.9,1.7,4.0
2018-12-17,7.5,2.3,4.4
2018-12-18,3.2,-2.6,0.3
2018-12-19,4.5,-3.7,-0.0
2018-12-20,10.5,-1.9,3.8
2018-12-21,14.0,10.0,11.9
2018-12-22,9.9,3.7,6.6
2018-12-23,5.9,1.1,3.2
2018-12-24,6.4,0.8,3.2
2018-12-25,4.7,-1.2,1.5
2018-12-26,5.8,-1.8,1.6
2018-12-27,5.7,0.7,2.8
2018-12-28,13.4,5.9,10.3
2018-12-29,11.8,2.6,8.4
2018-12-30,5.0,-0.1,2.4
2018-12-31,8.3,0.3,4.6
2019-01-01,14.3,4.2,9.9
2019-01-02,4.6,0.5,2.6
2019-01-03,6.7,1.2,4.8
2019-01-04,7.6,-0.3,3.3
2019-01-05,6.8,3.5,5.8
2019-01-06,8.7,-0.3,4.3
2019-01-07,0.6,-4.8,-1.6
2019-01-08,7.4,0.9,4.8
2019-01-09,6.6,0.4,4.5
2019-01-10,0.7,-1.5,-0.3
2019-01-11,-1.1,-5.5,-3.5
2019-01-12,1.1,-5.6,-2.4
2019-01-13,-0.3,-4.0,-2.3
2019-01-14,0.8,-5.9,-3.5
2019-01-15,3.6,-4.4,-1.7
2019-01-16,3.9,-3.4,0.0
2019-01-17,-0.2,-5.4,-2.4
2019-01-18,3.2,-0.8,0.8
2019-01-19,3.9,-2.5,0.9
2019-01-20,10.3,-10.4,0.9
2019-01-21,-11.0,-15.5,-12.5
2019-01-22,-1.3,-10.8,-5.9
2019-01-23,8.8,-2.4,2.9
2019-01-24,12.5,0.5,8.6
2019-01-25,2.8,-3.4,-0.4
2019-01-26,0.7,-4.7,-2.0
2019-01-27,7.3,0.4,3.6
2019-01-28,1.6,-4.5,-2.2
2019-01-29,4.6,-4.7,0.7
2019-01-30,0.4,-14.5,-6.5
2019-01-31,-8.4,-16.2,-12.2
2019-02-01,-5.5,-11.6,-8.6
2019-02-02,1.6,-9.5,-4.3
2019-02-03,9.4,-2.9,1.8
2019-02-04,9.8,-1.5,3.4
2019-02-05,16.2,1.0,7.1
2019-02-06,4.6,-0.9,2.7
2019-02-07,7.5,2.2,4.8
2019-02-08,9.1,-0.4,4.9
2019-02-09,0.6,-4.3,-2.5
2019-02-10,2.3,-5.2,-1.9
2019-02-11,2.4,-2.0,0.1
2019-02-12,2.2,-2.5,-0.3
2019-02-13,4.9,-1.4,2.0
2019-02-14,6.5,-1.9,1.8
2019-02-15,11.3,3.7,8.2
2019-02-16,5.4,-1.3,2.2
2019-02-17,1.3,-4.8,-1.4
2019-02-18,6.4,-2.9,2.0
2019-02-19,1.8,-4.7,-1.9
2019-02-20,1.7,-3.6,-1.3
2019-02-21,8.5,0.4,4.0
2019-02-22,6.7,0.7,3.2
2019-02-23,2.9,-1.7,1.1
2019-02-24,9.5,2.7,6.8
2019-02-25,5.0,-2.1,1.9
2019-02-26,3.3,-4.4,-1.4
2019-02-27,-0.1,-4.9,-2.8
2019-02-28,1.7,-2.9,-0.4
2019-03-01,2.0,-3.0,-0.6
2019-03-02,3.5,-0.8,1.3
2019-03-03,2.7,-0.1,1.2
2019-03-04,2.6,-3.4,0.5
2019-03-05,-0.5,-8.7,-4.0
2019-03-06,-3.5,-9.6,-6.0
2019-03-07,0.6,-8.4,-4.1
2019-03-08,1.8,-5.8,-1.6
2019-03-09,6.2,-4.0,1.2
2019-03-10,9.4,2.1,4.8
2019-03-11,9.1,2.7,6.0
2019-03-12,4.8,-0.6,1.9
2019-03-13,4.6,-2.0,1.6
2019-03-14,10.0,1.2,6.3
2019-03-15,20.6,10.4,15.3
2019-03-16,11.1,2.4,6.7
2019-03-17,5.7,-1.0,2.2
2019-03-18,6.2,-3.5,1.9
2019-03-19,8.1,-2.4,2.8
2019-03-20,8.4,-2.4,3.7
2019-03-21,7.8,5.0,6.3
2019-03-22,9.1,3.1,6.2
2019-03-23,8.4,0.1,4.2
2019-03-24,13.0,-0.4,6.8
2019-03-25,9.7,4.6,7.8
2019-03-26,7.6,-1.7,3.1
2019-03-27,4.4,-1.6,1.9
2019-03-28,8.7,-1.1,4.4
2019-03-29,12.5,5.5,9.2
2019-03-30,15.8,6.2,11.1
2019-03-31,17.1,3.6,10.7
2019-04-01,7.4,-0.7,3.1
2019-04-02,7.3,1.6,4.9
2019-04-03,16.0,2.6,9.4
2019-04-04,14.2,2.8,8.1
2019-04-05,5.0,2.1,4.0
2019-04-06,16.5,4.3,9.5
2019-04-07,13.5,3.9,10.0
2019-04-08,23.2,10.3,16.3
2019-04-09,9.5,5.7,8.0
2019-04-10,13.9,4.6,9.4
2019-04-11,8.4,3.4,6.2
2019-04-12,18.2,6.9,12.0
2019-04-13,21.9,14.4,17.1
2019-04-14,16.8,12.7,15.1
2019-04-15,18.0,7.5,13.3
2019-04-16,16.2,5.1,10.9
2019-04-17,12.4,8.1,10.1
2019-04-18,16.1,9.0,12.7
2019-04-19,23.5,15.6,18.3
2019-04-20,17.4,12.0,15.4
2019-04-21,15.4,9.8,12.5
2019-04-22,16.8,9.7,13.4
2019-04-23,20.5,10.6,15.4
2019-04-24,19.7,11.1,16.3
2019-04-25,13.0,7.9,10.9
2019-04-26,16.3,10.9,13.0
2019-04-27,12.6,7.3,10.7
2019-04-28,11.3,6.6,9.1
2019-04-29,11.5,4.2,8.3
2019-04-30,16.0,8.9,11.8
2019-05-01,11.4,9.6,10.4
2019-05-02,19.0,10.0,13.3
2019-05-03,12.0,9.3,10.6
2019-05-04,16.9,10.5,13.2
2019-05-05,12.9,10.8,11.9
2019-05-06,18.9,9.7,13.4
2019-05-07,18.0,10.5,14.1
2019-05-08,18.1,10.0,13.7
2019-05-09,12.8,9.8,11.5
2019-05-10,22.7,12.6,18.1
2019-05-11,18.7,11.5,15.4
2019-05-12,12.5,7.5,9.3
2019-05-13,9.9,7.5,8.5
2019-05-14,12.0,7.4,9.2
2019-05-15,19.2,6.4,13.0
2019-05-16,20.3,10.2,15.5
2019-05-17,23.6,12.4,18.5
2019-05-18,21.3,12.3,16.2
2019-05-19,23.4,12.4,18.2
2019-05-20,28.2,19.2,23.0
2019-05-21,19.8,12.7,16.3
2019-05-22,21.6,11.2,16.7
2019-05-23,24.2,14.6,18.6
2019-05-24,23.0,15.7,19.8
2019-05-25,18.5,13.2,15.7
2019-05-26,29.2,15.0,21.7
2019-05-27,25.5,16.5,21.1
2019-05-28,21.9,15.8,18.5
2019-05-29,20.6,13.8,17.4
2019-05-30,19.3,13.7,16.7
2019-05-31,25.0,17.4,21.0
2019-06-01,22.5,16.3,19.0
2019-06-02,25.5,17.6,20.9
2019-06-03,20.9,13.7,17.2
2019-06-04,20.6,11.9,16.5
2019-06-05,26.0,17.0,20.8
2019-06-06,26.9,19.7,22.9
2019-06-07,24.3,16.7,19.8
2019-06-08,23.3,15.6,19.2
2019-06-09,20.4,15.0,17.5
2019-06-10,20.2,14.8,17.8
2019-06-11,23.0,16.7,20.3
2019-06-12,20.6,13.9,17.7
2019-06-13,18.9,15.1,16.9
2019-06-14,21.5,14.4,18.0
2019-06-15,26.4,13.9,20.5
2019-06-16,26.8,18.4,22.4
2019-06-17,22.8,18.8,20.8
2019-06-18,24.3,18.9,20.8
2019-06-19,20.0,17.8,19.1
2019-06-20,25.4,18.6,21.8
2019-06-21,23.8,18.7,20.7
2019-06-22,24.0,16.2,20.5
2019-06-23,26.4,15.9,21.8
2019-06-24,27.0,16.7,21.9
2019-06-25,26.1,20.5,23.0
2019-06-26,29.3,20.4,24.8
2019-06-27,30.6,19.8,25.3
2019-06-28,28.5,20.0,24.6
2019-06-29,30.3,21.9,25.3
2019-06-30,27.4,20.9,24.0
2019-07-01,28.4,17.8,23.2
2019-07-02,30.4,19.5,24.9
2019-07-03,28.5,22.3,25.1
2019-07-04,27.5,20.9,24.1
2019-07-05,25.6,20.2,23.3
2019-07-06,28.9,23.9,25.8
2019-07-07,26.7,22.3,23.9
2019-07-08,23.8,20.2,21.6
2019-07-09,29.0,19.7,24.4
2019-07-10,29.7,20.9,25.6
2019-07-11,26.6,22.1,24.3
2019-07-12,30.1,22.5,25.4
2019-07-13,29.6,20.5,24.7
2019-07-14,30.9,22.0,26.5
2019-07-15,29.1,19.7,24.3
2019-07-16,32.0,20.2,26.4
2019-07-17,31.9,24.1,27.0
2019-07-18,26.5,22.2,24.5
2019-07-19,33.1,22.1,27.0
2019-07-20,34.4,25.4,29.7
2019-07-21,34.1,25.6,29.9
2019-07-22,28.1,23.6,26.2
2019-07-23,23.6,20.4,22.1
2019-07-24,25.9,20.4,23.3
2019-07-25,27.3,21.3,24.1
2019-07-26,27.2,19.5,23.9
2019-07-27,26.7,20.2,23.9
2019-07-28,31.4,22.3,26.2
2019-07-29,30.8,22.0,26.4
2019-07-30,30.6,23.9,27.2
2019-07-31,28.9,22.8,25.3
2019-08-01,28.8,22.2,25.4
2019-08-02,27.0,21.0,24.5
2019-08-03,26.5,21.6,24.1
2019-08-04,29.0,22.0,25.3
2019-08-05,25.6,21.1,23.7
2019-08-06,26.0,22.2,24.0
2019-08-07,27.9,21.3,23.8
2019-08-08,29.1,20.2,24.0
2019-08-09,28.2,20.6,24.3
2019-08-10,27.4,18.8,23.3
2019-08-11,27.2,17.9,22.2
2019-08-12,28.9,18.1,23.4
2019-08-13,25.2,21.9,23.4
2019-08-14,24.2,20.9,22.7
2019-08-15,25.1,21.3,22.6
2019-08-16,24.7,20.9,22.7
2019-08-17,25.7,22.0,23.5
2019-08-18,26.2,22.8,24.2
2019-08-19,30.5,22.8,26.2
2019-08-20,27.4,22.6,25.0
2019-08-21,30.6,23.4,26.0
2019-08-22,31.2,23.2,26.4
2019-08-23,23.4,18.3,21.1
2019-08-24,23.5,17.5,20.6
2019-08-25,23.2,18.0,20.3
2019-08-26,21.5,15.4,18.7
2019-08-27,20.7,17.6,19.7
2019-08-28,22.4,19.5,21.0
2019-08-29,27.3,19.0,22.5
2019-08-30,30.4,17.7,23.4
2019-08-31,26.6,19.6,22.6
2019-09-01,23.1,17.7,20.7
2019-09-02,24.7,20.8,21.9
2019-09-03,24.9,18.4,21.6
2019-09-04,30.7,19.1,23.9
2019-09-05,23.0,17.5,20.2
2019-09-06,19.9,15.5,18.3
2019-09-07,24.7,14.0,19.0
2019-09-08,25.1,16.0,20.3
2019-09-09,22.9,17.3,20.4
2019-09-10,23.4,17.8,21.0
2019-09-11,31.2,19.6,24.8
2019-09-12,25.9,17.3,22.4
2019-09-13,19.1,15.2,17.7
2019-09-14,23.7,18.0,21.0
2019-09-15,25.5,19.7,21.9
2019-09-16,23.8,19.2,21.1
2019-09-17,23.1,16.0,19.5
2019-09-18,19.6,15.0,17.2
2019-09-19,19.2,11.7,15.3
2019-09-20,24.7,12.3,18.0
2019-09-21,25.5,14.8,19.7
2019-09-22,26.0,16.3,21.6
2019-09-23,30.2,21.1,25.0
2019-09-24,25.0,16.8,20.7
2019-09-25,24.1,14.4,19.0
2019-09-26,27.9,15.2,20.3
2019-09-27,20.8,14.7,17.9
2019-09-28,26.5,17.1,21.8
2019-09-29,24.4,17.5,21.1
2019-09-30,19.2,16.7,18.0
2019-10-01,27.5,17.2,21.5
2019-10-02,31.9,16.5,24.5
2019-10-03,17.0,12.8,15.2
2019-10-04,18.2,10.8,15.4
2019-10-05,14.6,8.0,11.5
2019-10-06,21.2,15.2,18.4
2019-10-07,25.5,16.0,20.9
2019-10-08,17.8,14.3,15.8
2019-10-09,14.4,11.4,13.0
2019-10-10,19.8,11.3,15.2
2019-10-11,16.6,12.1,14.4
2019-10-12,18.5,11.4,14.8
2019-10-13,16.7,11.0,14.2
2019-10-14,21.7,12.1,16.6
2019-10-15,15.6,9.9,13.2
2019-10-16,18.1,11.2,15.9
2019-10-17,13.6,10.2,12.1
2019-10-18,14.7,8.4,11.2
2019-10-19,15.0,6.5,10.4
2019-10-20,15.5,7.4,12.0
2019-10-21,18.0,9.9,13.4
2019-10-22,16.8,11.8,14.7
2019-10-23,17.4,11.0,14.9
2019-10-24,17.3,7.9,12.7
2019-10-25,15.8,8.0,12.9
2019-10-26,15.8,10.6,13.4
2019-10-27,20.6,13.4,16.3
2019-10-28,17.0,11.6,14.1
2019-10-29,15.5,12.8,14.3
2019-10-30,18.0,13.2,15.6
2019-10-31,21.1,15.6,18.8
2019-11-01,20.0,6.9,10.0
2019-11-02,10.8,4.7,8.1
2019-11-03,10.6,5.0,7.8
2019-11-04,12.6,2.6,8.8
2019-11-05,15.6,8.9,11.6
2019-11-06,11.1,6.1,8.6
2019-11-07,14.3,5.1,9.7
2019-11-08,4.4,-0.9,2.1
2019-11-09,4.9,-2.7,1.4
2019-11-10,11.1,2.2,6.3
2019-11-11,12.4,4.3,9.0
2019-11-12,12.7,-3.4,4.9
2019-11-13,0.9,-4.7,-2.0
2019-11-14,6.3,-2.9,2.1
2019-11-15,9.7,0.3,4.7
2019-11-16,3.8,-0.7,1.9
2019-11-17,4.3,-1.6,1.9
2019-11-18,4.8,2.6,3.8
2019-11-19,10.8,3.7,6.4
2019-11-20,8.0,3.5,5.4
2019-11-21,10.3,2.9,6.6
2019-11-22,11.2,3.4,7.5
2019-11-23,6.9,0.4,3.8
2019-11-24,8.0,4.0,5.9
2019-11-25,10.4,2.2,6.0
2019-11-26,13.2,2.4,7.5
2019-11-27,13.7,5.7,10.3
2019-11-28,9.8,2.1,6.7
2019-11-29,5.0,-1.1,1.4
2019-11-30,5.8,-1.5,1.6
2019-12-01,6.1,-2.3,1.0
2019-12-02,3.4,0.1,1.6
2019-12-03,3.6,-0.9,0.7
2019-12-04,4.7,-0.5,2.3
2019-12-05,5.4,0.8,3.0
